,title,category,price,stars
317,Daily Fantasy Sports,Default,36.58,1
318,Crazy Love: Overwhelmed by a Relentless God,Christian,47.72,2
319,Cometh the Hour (The Clifton Chronicles #6),Fiction,25.01,3
320,Code Name Verity (Code Name Verity #1),Add a comment,22.13,4
321,Clockwork Angel (The Infernal Devices #1),Default,44.14,1
322,City of Glass (The Mortal Instruments #3),Fantasy,56.02,4
323,City of Fallen Angels (The Mortal Instruments #4),Default,11.23,4
324,City of Bones (The Mortal Instruments #1),Default,43.28,1
325,City of Ashes (The Mortal Instruments #2),Default,47.27,1
326,Cell,Add a comment,20.29,4
327,Catching Jordan (Hundred Oaks),Young Adult,50.83,3
328,"Carry On, Warrior: Thoughts on Life Unarmed",Default,31.85,3
329,Carrie,Default,46.23,2
330,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,37.80,4
331,Brain on Fire: My Month of Madness,Nonfiction,49.32,5
332,Batman: Europa,Sequential Art,32.01,2
333,Barefoot Contessa Back to Basics,Food and Drink,28.01,1
334,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,50.62,5
335,Balloon Animals,Fiction,17.03,3
336,Art Ops Vol. 1,Sequential Art,48.80,3
337,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,58.14,4
338,Angels Walking (Angels Walking #1),Add a comment,34.20,2
339,Angels & Demons (Robert Langdon #1),Default,51.48,3
340,All the Light We Cannot See,Historical,29.87,5
341,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,10.90,2
342,Abstract City,Nonfiction,56.37,5
343,A Time of Torment (Charlie Parker #14),Mystery,48.35,5
344,A Study in Scarlet (Sherlock Holmes #1),Mystery,16.73,2
345,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,56.48,2
346,A People's History of the United States,Add a comment,40.79,2
347,A Man Called Ove,Fiction,39.72,1
348,A Distant Mirror: The Calamitous 14th Century,History,14.58,3
349,A Brush of Wings (Angels Walking #3),Add a comment,55.51,1
350,1491: New Revelations of the Americas Before Columbus,History,21.80,3
351,"The Three Searches, Meaning, and the Story",Default,13.33,3
352,Searching for Meaning in Gailana,Fantasy,38.73,1
353,Rook,Add a comment,37.86,4
354,My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,11.53,2
355,13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,27.06,1
356,Will You Won't You Want Me?,Womens Fiction,13.86,3
357,Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,37.55,1
358,The Star-Touched Queen,Fantasy,32.30,5
359,The Silent Sister (Riley MacPherson #1),Fiction,46.29,5
360,The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,26.20,1
361,The Lonely City: Adventures in the Art of Being Alone,Nonfiction,33.26,2
362,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,59.15,4
363,The Golden Condom: And Other Essays on Love Lost and Found,Psychology,39.43,1
364,The Epidemic (The Program 0.6),Young Adult,14.44,5
365,The Dinner Party,Fiction,56.54,2
366,The Diary of a Young Girl,Nonfiction,59.90,3
367,The Children,Add a comment,11.88,3
368,Stars Above (The Lunar Chronicles #4.5),Young Adult,48.05,2
369,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,21.21,3
370,Raspberry Pi Electronics Projects for the Evil Genius,Default,49.67,4
371,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,43.14,1
372,Psycho: Sanitarium (Psycho #1.5),Horror,36.97,5
373,Poisonous (Max Revere Novels #3),Mystery,26.80,3
374,One with You (Crossfire #5),Add a comment,15.71,4
375,No Love Allowed (Dodge Cove #1),Young Adult,54.65,4
376,Murder at the 42nd Street Library (Raymond Ambler #1),Mystery,54.36,4
377,Most Wanted,Mystery,35.28,3
378,"Love, Lies and Spies",Historical Fiction,20.55,2
379,How to Speak Golf: An Illustrated Guide to Links Lingo,Default,58.32,5
380,Hide Away (Eve Duncan #20),Mystery,11.84,1
381,Furiously Happy: A Funny Book About Horrible Things,Nonfiction,41.46,4
382,Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,20.10,5
383,Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,56.86,1
384,Eleanor & Park,Default,56.51,5
385,Dirty (Dive Bar #1),Romance,40.83,4
386,Can You Keep a Secret? (Fear Street Relaunch #4),Horror,48.64,1
387,Boar Island (Anna Pigeon #19),Mystery,59.48,3
388,A Paris Apartment,Historical Fiction,39.01,4
389,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,38.77,1
390,Troublemaker: Surviving Hollywood and Scientology,Default,48.39,2
391,The Widow,Mystery,27.26,2
392,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,11.68,4
393,The Improbability of Love,Fiction,59.45,1
394,The Art of Startup Fundraising,Business,21.00,3
395,Take Me Home Tonight (Rock Star Romance #3),Romance,53.98,3
396,Sleeping Giants (Themis Files #1),Science Fiction,48.74,1
397,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,21.15,2
398,Playing with Fire,Mystery,13.71,3
399,Off the Hook (Fishing for Trouble #1),Romance,47.67,3
400,Mothering Sunday,Fiction,13.34,2
401,"Mother, Can You Not?",Nonfiction,16.89,5
402,M Train,Autobiography,27.18,1
403,Lilac Girls,Historical Fiction,17.28,2
404,Lies and Other Acts of Love,Fiction,45.14,1
405,Lab Girl,Autobiography,40.85,1
406,Keep Me Posted,Womens Fiction,20.46,4
407,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,56.27,3
408,Grey (Fifty Shades #4),Womens Fiction,48.49,4
409,"Exit, Pursued by a Bear",Young Adult,51.34,4
410,Daredevils,Fiction,16.34,3
411,Cravings: Recipes for What You Want to Eat,Food and Drink,20.50,3
412,Born for This: How to Find the Work You Were Meant to Do,Business,21.59,5
413,Arena,Science Fiction,21.36,4
414,Adultery,Default,20.88,5
415,A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,19.53,3
416,A Gentleman's Position (Society of Gentlemen #3),Romance,14.75,5
417,11/22/63,Fiction,48.48,3
418,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,24.57,2
419,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71,5
420,Without Shame,Add a comment,48.27,5
421,Watchmen,Add a comment,58.05,4
422,Unlimited Intuition Now,Default,58.87,4
423,Underlying Notes,Default,11.82,2
424,The Shack,Fiction,28.03,1
425,The New Brand You: Your New Image Makes the Sale for You,Default,44.05,5
426,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,12.34,4
427,The Flowers Lied,Default,16.68,2
428,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,55.91,1
429,The Book of Mormon,Religion,24.57,3
430,The Art and Science of Low Carbohydrate Living,Health,52.98,5
431,The Alien Club,Young Adult,54.40,1
432,Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,54.81,5
433,Nap-a-Roo,Childrens,25.08,1
434,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,10.41,4
435,Modern Day Fables,Default,47.44,2
436,If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,20.91,1
437,"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,33.95,4
438,Dress Your Family in Corduroy and Denim,Humor,43.68,3
439,Don't Forget Steven,Young Adult,33.23,1
440,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,35.92,2
441,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,48.63,4
442,A Shard of Ice (The Black Symphony Saga #1),Fantasy,56.63,3
443,A Hero's Curse (The Unseen Chronicles #1),Add a comment,50.49,3
444,23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,35.79,2
445,"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,34.06,3
446,Why Not Me?,Nonfiction,17.76,1
447,When Breath Becomes Air,Nonfiction,39.36,2
448,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,36.94,2
449,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,43.62,5
450,The New Drawing on the Right Side of the Brain,Art,43.02,3
451,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,28.45,4
452,The Martian (The Martian #1),Default,41.39,2
453,The High Mountains of Portugal,Fiction,51.15,1
454,The Grownup,Short Stories,35.88,1
455,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,36.91,1
456,South of Sunshine,Young Adult,28.93,1
457,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,38.89,5
458,Silence in the Dark (Logan Point #4),Suspense,58.33,3
459,Shadows of the Past (Logan Point #1),Christian Fiction,39.67,5
460,Roller Girl,Sequential Art,14.10,5
461,Rising Strong,Nonfiction,21.82,3
462,Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,54.21,1
463,Please Kill Me: The Uncensored Oral History of Punk,Music,31.19,4
464,Out of Print: City Lights Spotlight No. 14,Poetry,53.64,5
465,My Life Next Door (My Life Next Door ),Young Adult,36.39,5
466,Miller's Valley,Fiction,58.54,2
467,Man's Search for Meaning,Nonfiction,29.48,3
468,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,25.06,2
469,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,12.55,3
470,Les Fleurs du Mal,Poetry,29.04,5
471,Left Behind (Left Behind #1),Default,40.72,2
472,Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,45.05,5
473,Kierkegaard: A Christian Missionary to Christians,Philosophy,47.13,1
474,John Vassos: Industrial Design for Modern Life,Default,20.22,4
475,I'll Give You the Sun,Default,56.48,1
476,I Will Find You,Nonfiction,44.21,1
477,Hystopia: A Novel,Fiction,21.96,4
478,Howl and Other Poems,Poetry,40.45,2
479,History of Beauty,Art,10.29,4
480,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,52.86,2
481,Future Shock (Future Shock #1),Young Adult,55.65,5
482,Ender's Game (The Ender Quintet #1),Default,43.64,1
483,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,28.41,1
484,Death by Leisure: A Cautionary Tale,Default,37.51,4
485,Brilliant Beacons: A History of the American Lighthouse,History,11.45,3
486,Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,19.22,2
487,Between the World and Me,Nonfiction,56.91,4
488,Being Mortal: Medicine and What Matters in the End,Nonfiction,55.06,4
489,"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,13.20,3
490,32 Yolks,Food and Drink,53.63,2
491,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,44.48,5
492,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,12.08,3
493,Wildlife of New York: A Five-Borough Coloring Book,Default,22.14,2
494,What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,25.37,5
495,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,46.33,2
496,Under the Tuscan Sun,Travel,37.33,3
497,Toddlers Are A**holes: It's Not Your Fault,Humor,25.55,1
498,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,34.72,1
499,The Whale,Childrens,35.96,4
500,The Story of Art,Art,41.14,4
501,The Origin of Species,Science,10.01,4
502,The Great Gatsby,Default,36.05,4
503,The Good Girl,Default,49.03,3
504,The Glass Castle,Add a comment,16.24,1
505,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,39.55,1
506,The Drowning Girls,Add a comment,35.67,3
507,The Constant Princess (The Tudor Court #1),Historical Fiction,16.62,3
508,The Bourne Identity (Jason Bourne #1),Fiction,42.78,4
509,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,52.30,5
510,The Art Book,Art,32.34,2
511,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,33.17,4
512,Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,20.12,5
513,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,20.90,2
514,"Sit, Stay, Love",Romance,20.90,3
515,Sister Dear,Fiction,40.20,4
516,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,52.87,3
517,"Rich Dad, Poor Dad",Business,51.74,1
518,Raymie Nightingale,Childrens,34.41,2
519,Playing from the Heart,Childrens,32.38,1
520,Nightstruck: A Novel,Young Adult,50.35,4
521,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,11.38,5
522,Meternity,Womens Fiction,43.58,3
523,Memoirs of a Geisha,Fiction,49.67,3
524,Like Never Before (Walker Family #2),Christian Fiction,28.77,2
525,Life of Pi,Default,13.22,4
526,Leave This Song Behind: Teen Poetry at Its Best,Poetry,51.17,5
527,King's Folly (The Kinsman Chronicles #1),Fantasy,39.61,5
528,John Adams,Add a comment,57.43,4
529,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,46.01,4
530,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,28.25,2
531,Good in Bed (Cannie Shapiro #1),Add a comment,37.05,5
532,"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,19.57,1
533,For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,45.13,3
534,Finding God in the Ruins: How God Redeems Pain,Nonfiction,46.64,2
535,Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,12.16,5
536,Delivering the Truth (Quaker Midwife Mystery #1),Mystery,20.89,4
537,Counted With the Stars (Out from Egypt #1),Christian Fiction,17.97,5
538,"Chronicles, Vol. 1",Music,52.60,2
539,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,25.77,1
540,Benjamin Franklin: An American Life,Biography,48.19,3
541,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,29.93,5
542,A Summer In Europe,Travel,44.34,2
543,A Short History of Nearly Everything,History,52.40,5
544,A Gathering of Shadows (Shades of Magic #2),Fantasy,44.81,4
545,The Sound Of Love,Default,57.84,5
546,The Rise and Fall of the Third Reich: A History of Nazi Germany,History,39.67,2
547,The Perks of Being a Wallflower,Default,55.02,3
548,The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,24.80,4
549,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,59.45,4
550,The Makings of a Fatherless Child,Default,31.58,2
551,The Joy of Cooking,Add a comment,43.27,4
552,The Invention of Wings,Historical Fiction,37.34,1
553,The Hobbit (Middle-Earth Universe),Default,17.80,5
554,The Great Railway Bazaar,Travel,30.54,1
555,The Golden Compass (His Dark Materials #1),Add a comment,18.77,1
556,The God Delusion,Add a comment,46.85,3
557,The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79,1
558,The Fellowship of the Ring (The Lord of the Rings #1),Default,10.27,2
559,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,15.42,5
560,The Barefoot Contessa Cookbook,Food and Drink,59.92,5
561,Tell the Wolves I'm Home,Young Adult,50.96,2
562,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,30.60,3
563,Pride and Prejudice,Add a comment,19.27,4
564,Musicophilia: Tales of Music and the Brain,Default,46.58,1
565,Mere Christianity,Add a comment,48.51,3
566,Me Before You (Me Before You #1),Fiction,19.02,1
567,In the Woods (Dublin Murder Squad #1),Mystery,38.38,2
568,In Cold Blood,Nonfiction,49.98,4
569,How to Stop Worrying and Start Living,Self Help,46.49,5
570,Give It Back,Thriller,18.32,2
571,"Girl, Interrupted",Nonfiction,42.14,3
572,Fun Home: A Family Tragicomic,Add a comment,56.59,4
573,"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,20.96,4
574,Deception Point,Fiction,40.32,4
575,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,36.39,3
576,Catherine the Great: Portrait of a Woman,History,58.55,4
577,Better Homes and Gardens New Cook Book,Food and Drink,39.61,3
578,An Unquiet Mind: A Memoir of Moods and Madness,Psychology,21.30,3
579,A Year in Provence (Provence #1),Travel,56.88,4
580,World Without End (The Pillars of the Earth #2),Historical Fiction,32.97,4
581,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,47.31,4
582,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,48.67,2
583,Where She Went (If I Stay #2),Young Adult,41.73,4
584,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,53.68,4
585,Two Summers,Young Adult,14.64,1
586,This Is Your Brain on Music: The Science of a Human Obsession,Music,38.40,1
587,The Secret Garden,Classics,15.08,4
588,The Raven King (The Raven Cycle #4),Add a comment,30.57,2
589,The Raven Boys (The Raven Cycle #1),Fantasy,57.74,4
590,The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,11.05,5
591,The Metamorphosis,Classics,28.58,1
592,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,42.91,5
593,The Little Paris Bookshop,Fiction,24.73,3
594,The Hiding Place,History,55.91,4
595,The Grand Design,Science,13.76,3
596,The Firm,Fiction,45.56,3
597,The Fault in Our Stars,Default,47.22,1
598,The False Prince (The Ascendance Trilogy #1),Fantasy,56.00,5
599,The Expatriates,Fiction,44.58,2
600,The Dream Thieves (The Raven Cycle #2),Default,34.50,1
601,The Darkest Corners,Young Adult,11.33,5
602,The Crossover,Poetry,38.77,4
603,The 5th Wave (The 5th Wave #1),Default,11.83,2
604,Tell the Wind and Fire,Fantasy,45.51,3
605,Tell Me Three Things,Young Adult,41.81,1
606,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,25.15,4
607,Siddhartha,Fiction,34.22,5
608,Shiver (The Wolves of Mercy Falls #1),Default,16.23,5
609,Remember Me?,Default,11.48,3
610,Red Dragon (Hannibal Lecter #1),Horror,23.37,3
611,Peak: Secrets from the New Science of Expertise,Science,16.28,2
612,My Mother Was Nuts,Nonfiction,31.63,4
613,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,24.91,5
614,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,22.54,1
615,Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,23.63,4
616,Logan Kade (Fallen Crest High #5.5),Academic,13.12,2
617,Last One Home (New Beginnings #1),Fiction,59.98,3
618,Killing Floor (Jack Reacher #1),Thriller,31.49,4
619,Kill the Boy Band,Young Adult,15.52,5
620,Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,48.13,5
621,If I Stay (If I Stay #1),Default,38.13,5
622,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,36.55,2
623,Harry Potter and the Deathly Hallows (Harry Potter #7),Default,23.32,1
624,"Fruits Basket, Vol. 5 (Fruits Basket #5)",Sequential Art,16.33,1
625,Foundation (Foundation (Publication Order) #1),Science Fiction,32.42,1
626,Fool Me Once,Default,16.96,1
627,Find Her (Detective D.D. Warren #8),Add a comment,22.37,1
628,Evicted: Poverty and Profit in the American City,Add a comment,42.27,1
629,Drama,Default,38.70,2
630,Dracula the Un-Dead,Horror,35.63,5
631,Digital Fortress,Fiction,58.00,5
632,"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,52.41,1
633,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,32.35,3
634,Critique of Pure Reason,Philosophy,20.75,1
635,Booked,Poetry,17.49,5
636,"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,34.13,5
637,Approval Junkie: Adventures in Caring Too Much,Autobiography,58.81,5
638,An Abundance of Katherines,Young Adult,10.00,5
639,America's War for the Greater Middle East: A Military History,History,51.22,2
640,Alight (The Generations Trilogy #2),Default,58.59,4
641,A Girl's Guide to Moving On (New Beginnings #2),Romance,31.30,1
642,A Game of Thrones (A Song of Ice and Fire #1),Add a comment,46.42,2
643,A Feast for Crows (A Song of Ice and Fire #4),Fantasy,17.21,4
644,A Clash of Kings (A Song of Ice and Fire #2),Add a comment,10.79,3
645,Vogue Colors A to Z: A Fashion Coloring Book,Default,52.35,4
646,The Shining (The Shining #1),Default,27.88,3
647,The Pilgrim's Progress,Classics,50.26,2
648,The Perfect Play (Play by Play #1),Romance,59.99,3
649,The Passion of Dolssa,Historical Fiction,28.32,5
